satisfaction_level,number_project,average_montly_hours,Work_accident,promotion_last_5years,salary,left
56,3,143,0,0,medium,0
13,5,200,0,0,medium,1
83,5,143,0,0,medium,0
91,2,142,1,0,medium,0
97,5,171,0,0,high,0
90,3,200,0,0,high,0
57,4,148,0,0,high,0
84,6,140,0,0,high,0
84,4,200,0,0,high,0
17,5,183,0,0,high,0
97,5,135,0,0,high,0
94,3,200,0,0,high,0
83,5,200,0,0,low,1
91,3,155,0,0,low,0
90,2,200,0,0,low,1
95,3,200,0,0,low,1
69,3,126,0,0,low,0
49,3,200,0,0,low,1
45,6,200,0,0,low,1
21,2,200,0,0,low,1
67,3,200,0,0,medium,1
76,3,150,1,0,medium,0
19,5,156,0,0,medium,1
52,2,200,0,0,medium,1
66,5,200,0,0,medium,1
95,3,183,0,0,medium,0
95,4,200,0,0,medium,1
57,5,200,0,0,medium,1
48,5,200,0,0,medium,1
95,4,200,0,0,medium,1
70,4,200,0,0,medium,1
48,3,200,1,0,medium,1
62,3,200,0,0,medium,1
58,3,200,0,0,medium,1
100,4,129,0,0,medium,0
79,2,193,0,0,medium,0
58,3,165,0,0,medium,0
59,4,200,0,0,medium,1
66,4,183,1,0,medium,0
71,4,138,0,0,medium,0
90,5,152,0,0,medium,0
74,4,170,0,0,medium,0
66,5,185,0,0,medium,0
92,2,200,0,0,high,0
55,4,155,0,0,low,1
51,3,200,0,0,medium,1
49,5,188,0,0,medium,0
88,5,200,0,0,medium,1
60,4,146,0,0,medium,0
93,4,200,0,0,medium,1
86,3,200,0,0,medium,1
78,4,200,0,0,medium,1
69,3,188,0,0,medium,0
84,4,200,0,0,medium,1
48,3,200,1,0,medium,1
63,3,200,0,0,low,1
54,3,182,0,0,low,1
85,4,181,0,0,low,1
51,3,164,0,0,low,0
88,5,200,0,0,low,1
87,3,178,0,0,low,1
54,4,200,0,0,low,1
96,5,170,0,0,high,0
58,4,200,0,0,low,1
21,5,200,0,0,high,0
50,5,185,0,0,high,0
52,4,184,0,0,low,1
50,3,188,0,0,low,1
74,3,186,1,0,high,0
69,3,200,0,0,low,1
61,2,143,0,0,medium,0
50,3,200,0,0,high,0
79,2,200,0,0,medium,1
73,5,190,0,0,medium,0
49,2,147,0,0,medium,0
70,2,200,1,0,medium,1
27,6,136,0,0,high,0
80,5,200,0,0,medium,1
45,6,176,0,0,medium,1
63,4,200,0,0,medium,1
76,2,148,0,0,high,0
42,6,200,0,0,medium,1
41,6,200,0,0,high,0
74,6,145,0,0,low,1
82,3,200,1,0,medium,1
82,4,200,0,0,medium,1
53,4,200,0,0,medium,1
71,4,142,0,0,medium,0
50,4,171,0,0,low,1
68,3,200,0,0,low,1
68,3,200,1,0,low,1
48,5,200,0,0,low,1
59,3,188,1,0,low,1
21,3,104,0,0,low,1
99,5,197,1,0,low,1
100,4,191,0,0,low,1
84,4,173,0,0,low,1
86,2,200,1,0,low,1
52,5,200,0,0,high,0
94,5,197,1,0,low,1
55,3,200,0,0,low,1
79,3,145,0,0,low,0
91,4,174,0,0,low,1
82,3,195,0,0,high,0
84,4,200,1,0,low,1
72,4,200,0,0,low,1
68,4,156,0,0,low,1
99,5,200,0,0,high,0
74,5,135,0,0,low,1
80,6,185,0,0,medium,1
55,3,197,0,0,high,0
56,3,200,0,0,medium,1
88,3,200,1,0,high,0
86,4,200,0,0,medium,1
64,3,200,0,0,medium,1
82,4,183,0,0,medium,0
66,4,200,0,0,medium,1
64,3,98,0,0,medium,0
17,6,200,0,0,medium,1
75,4,200,0,0,medium,1
45,4,200,0,0,medium,1
99,4,164,0,0,high,0
93,5,200,0,0,low,1
88,3,133,0,0,medium,0
62,5,200,0,0,medium,1
94,4,200,0,0,medium,1
59,4,196,0,0,medium,0
93,4,200,0,0,medium,1
71,3,200,0,0,medium,1
60,3,200,0,0,medium,1
71,4,180,1,0,medium,0
91,4,145,0,0,medium,0
78,4,111,0,0,high,0
52,4,200,0,0,low,1
99,5,195,0,0,low,1
86,4,200,1,0,low,1
74,4,194,0,0,high,0
15,4,200,0,0,low,1
57,3,140,0,0,low,0
67,3,157,0,0,low,0
80,4,200,0,0,high,0
83,5,200,0,0,low,1
69,3,135,0,0,low,0
64,3,188,0,0,low,1
95,5,200,0,0,low,1
97,4,200,0,0,low,1
85,3,200,0,0,low,1
72,3,200,0,0,low,1
91,3,200,1,0,medium,1
81,3,132,0,0,medium,0
13,5,200,0,0,medium,1
95,4,200,0,0,medium,1
82,4,191,0,0,medium,0
63,4,200,0,0,medium,1
55,3,200,0,0,medium,1
83,3,200,0,0,medium,1
54,3,200,0,0,medium,1
89,5,156,0,0,medium,0
79,3,147,0,0,medium,0
56,4,134,0,0,medium,0
89,4,200,1,0,high,0
100,4,200,0,0,low,1
43,3,200,0,0,medium,1
71,5,200,0,0,medium,1
98,4,149,0,0,medium,0
81,4,200,1,0,medium,1
71,3,186,0,0,low,1
99,4,200,0,0,low,1
34,3,119,0,0,low,1
58,3,200,0,0,low,1
77,4,184,0,0,low,1
64,3,200,0,0,low,1
13,4,157,1,0,low,1
98,2,200,0,0,low,1
72,4,195,0,0,low,1
55,3,162,0,0,low,0
62,4,200,0,0,low,1
74,2,200,0,0,low,1
69,3,200,0,0,low,1
60,4,192,0,0,low,1
54,3,192,0,0,low,1
56,4,200,0,0,low,1
58,5,200,0,0,low,1
21,4,165,0,0,low,1
52,5,183,0,0,low,1
98,4,200,0,0,low,1
85,3,200,0,0,low,1
62,2,200,0,0,medium,1
63,3,200,1,0,medium,1
84,6,200,0,0,medium,1
71,2,172,0,0,medium,0
36,6,200,0,0,medium,1
79,6,200,1,0,medium,1
59,4,200,0,0,medium,1
50,4,200,0,0,medium,1
88,4,200,1,0,medium,1
65,6,131,0,0,medium,1
71,4,200,0,0,medium,1
89,3,200,0,0,medium,1
83,3,200,0,0,high,0
73,3,184,0,0,low,1
71,3,200,0,0,medium,1
53,3,109,0,0,medium,0
74,3,200,1,0,medium,1
60,4,200,1,0,medium,1
47,4,200,0,0,low,1
88,3,200,1,0,low,1
62,2,153,0,0,low,1
24,5,123,1,0,low,1
15,5,159,0,0,low,1
92,3,185,0,0,low,1
74,4,167,1,0,low,1
86,3,200,0,0,low,1
96,3,140,0,0,low,0
54,4,141,0,0,low,1
99,4,190,0,0,low,1
72,5,134,0,0,low,1
96,5,176,0,0,low,1
73,4,194,0,0,low,1
67,5,200,0,0,low,1
58,5,200,1,0,low,1
90,4,190,0,0,low,1
99,5,155,0,0,low,1
89,4,200,0,0,low,1
72,4,200,0,0,low,1
77,3,200,0,0,low,1
80,4,200,0,0,medium,1
89,3,178,0,0,medium,0
59,4,173,0,0,medium,0
24,5,200,0,0,medium,1
94,6,200,0,0,medium,1
74,4,200,0,0,medium,1
63,5,200,0,0,medium,1
63,3,155,1,0,medium,0
77,4,164,0,0,medium,0
87,3,200,0,0,medium,1
79,4,136,0,0,medium,0
54,4,200,0,0,medium,1
59,4,200,0,0,high,0
86,3,200,0,0,low,1
98,3,200,0,0,medium,1
100,5,152,0,0,medium,0
90,4,200,1,0,medium,1
34,4,114,0,0,medium,1
95,3,200,0,0,low,1
79,4,178,0,0,low,1
13,4,175,0,0,low,1
72,3,200,0,0,low,1
63,3,145,1,0,low,0
81,5,134,0,0,low,1
71,4,200,0,0,low,1
49,3,200,0,0,low,1
59,4,200,1,0,low,1
87,5,154,0,0,low,1
66,3,179,0,0,low,1
78,5,137,0,0,low,1
65,4,200,0,0,low,1
80,5,200,0,0,low,1
56,4,192,0,0,low,1
85,4,200,0,0,low,1
14,2,200,1,0,low,1
74,4,200,0,0,low,1
86,2,200,0,0,low,1
71,4,161,0,0,low,1
83,4,200,0,0,low,1
52,4,200,1,0,medium,1
63,3,200,0,0,medium,1
92,4,200,0,0,medium,1
66,3,186,0,0,medium,0
77,3,155,0,0,medium,0
74,2,135,0,0,medium,0
81,5,198,0,0,medium,0
67,3,175,0,0,medium,0
75,3,192,0,0,medium,0
65,2,200,0,0,medium,1
81,4,179,0,0,medium,0
57,4,200,0,0,medium,1
89,4,200,0,0,high,0
50,4,200,0,0,low,1
21,4,200,1,0,medium,1
79,3,200,0,0,medium,1
66,3,161,1,0,medium,0
82,3,200,0,0,medium,1
85,4,200,0,0,low,1
72,3,143,0,0,low,0
52,3,200,0,0,low,1
50,4,166,1,0,low,1
52,3,192,0,0,low,1
13,3,185,1,0,low,1
87,4,173,0,0,low,1
53,2,163,0,0,low,0
15,5,200,0,0,low,1
64,5,200,1,0,low,1
52,3,119,0,0,low,0
79,4,200,0,0,low,1
74,3,160,0,0,low,0
81,4,198,0,0,low,1
94,3,193,0,0,low,1
67,6,200,0,0,low,1
93,3,200,1,0,low,1
52,4,170,0,0,low,1
48,2,157,1,0,medium,0
57,6,200,0,0,medium,1
71,4,192,0,0,medium,0
90,4,200,1,0,medium,1
58,4,200,0,0,medium,1
66,4,200,0,0,medium,1
59,3,186,0,0,medium,0
96,3,200,1,0,medium,1
13,2,149,0,0,medium,1
93,3,200,0,0,medium,1
54,3,148,0,0,medium,0
54,5,200,0,0,medium,1
87,3,176,0,0,high,0
79,3,200,0,0,low,1
83,3,200,0,0,medium,1
73,3,137,0,0,medium,0
29,6,200,0,0,medium,1
80,6,200,0,0,medium,1
29,3,189,0,0,low,1
43,6,168,0,0,low,1
99,3,200,0,0,low,1
86,4,152,0,0,low,1
85,5,200,1,0,low,1
66,3,200,0,0,low,1
57,3,200,0,0,low,1
31,6,183,1,0,low,1
88,3,153,0,0,low,0
72,5,194,0,0,low,1
75,4,200,0,0,low,1
82,4,164,0,0,low,1
82,3,200,0,0,low,1
15,4,200,0,0,low,1
16,6,200,0,0,low,1
95,5,200,0,0,low,1
87,3,172,1,0,low,1
85,4,200,0,0,low,1
58,3,110,1,0,low,0
63,3,200,0,0,low,1
69,3,151,1,0,low,0
53,5,161,0,0,medium,0
96,4,200,0,0,medium,1
73,2,167,0,0,medium,0
50,3,200,1,0,medium,1
81,3,133,1,0,medium,0
82,3,200,0,0,medium,1
76,4,200,0,0,medium,1
27,4,200,0,0,medium,1
64,6,200,0,0,medium,1
57,3,200,0,0,medium,1
49,5,193,0,0,medium,0
66,2,102,0,0,medium,0
71,4,200,1,0,high,0
61,3,200,0,0,low,1
52,5,193,0,0,medium,0
62,3,133,0,0,medium,0
98,4,200,0,0,medium,1
67,5,174,1,0,medium,0
85,2,200,0,0,low,1
84,4,200,0,0,low,1
100,3,142,0,0,low,0
72,4,144,1,0,low,1
66,6,100,1,0,low,1
64,5,200,0,0,low,1
100,5,200,0,0,low,1
75,5,200,0,0,low,1
81,4,197,0,0,low,1
31,5,200,0,0,low,1
32,6,200,0,0,low,1
48,4,173,0,0,low,1
62,2,124,0,0,low,1
77,5,200,0,0,low,1
76,2,200,1,0,low,1
68,3,106,0,0,low,0
72,4,192,0,0,low,1
87,5,190,0,0,low,1
59,2,156,0,0,low,1
70,3,180,0,0,low,1
73,4,200,0,0,low,1
58,3,169,0,0,medium,0
64,3,188,0,0,medium,0
89,5,200,0,0,medium,1
95,3,200,1,0,medium,1
84,3,200,0,0,medium,1
60,4,200,0,0,medium,1
71,5,200,1,0,medium,1
60,3,200,0,0,medium,1
91,3,200,1,0,medium,1
75,3,102,0,0,medium,0
70,4,181,0,0,medium,0
23,5,150,0,0,medium,1
73,4,200,0,0,high,0
99,4,200,0,0,low,1
62,5,200,0,0,medium,1
98,4,169,0,0,medium,0
61,3,200,0,0,medium,1
52,3,150,1,0,medium,0
65,5,200,0,0,low,1
59,3,200,1,0,low,1
71,3,182,1,0,low,1
18,5,182,0,0,low,1
21,4,200,0,0,low,1
15,6,200,0,0,low,1
97,4,195,0,0,low,1
39,3,190,0,0,low,1
35,2,140,0,0,medium,1
88,4,147,0,0,medium,0
58,3,200,0,0,medium,1
61,3,200,0,0,medium,1
59,3,155,0,0,medium,0
55,4,132,1,0,medium,0
52,5,200,0,0,medium,1
71,2,200,0,0,medium,1
63,5,200,0,0,medium,1
17,5,200,0,0,medium,1
95,4,200,0,0,medium,1
100,3,200,0,0,medium,1
73,2,151,0,0,medium,0
80,4,200,1,0,medium,1
63,4,200,0,0,medium,1
95,4,200,0,0,medium,1
75,4,200,0,0,medium,1
64,5,158,0,0,medium,0
72,3,197,0,0,medium,0
72,3,151,0,0,medium,0
85,3,167,0,0,medium,0
24,4,146,0,0,medium,1
69,4,200,0,0,medium,1
69,3,200,0,0,medium,1
87,5,200,0,0,medium,1
78,3,200,0,0,high,0
76,4,200,0,0,high,0
35,3,107,0,0,high,0
88,6,200,0,0,high,0
78,5,200,1,0,high,0
36,3,200,0,0,high,0
24,5,172,0,0,high,0
55,3,200,0,0,high,0
91,3,147,1,0,high,0
66,5,200,0,0,high,0
57,3,200,0,0,high,0
64,3,200,0,0,high,0
63,3,160,1,0,low,0
49,5,176,0,0,low,1
70,3,200,0,0,low,1
30,3,155,0,0,low,1
51,3,132,0,0,low,0
71,5,173,0,0,low,1
64,3,165,0,0,low,0
67,6,200,0,0,low,1
83,5,156,1,0,low,1
92,3,154,1,0,low,0
84,3,200,1,0,low,1
97,2,200,0,0,low,1
19,6,152,0,0,low,1
86,4,152,1,0,low,1
71,3,172,0,0,low,1
76,4,200,1,0,medium,1
68,5,200,0,0,medium,1
61,2,200,1,0,medium,1
85,3,156,0,0,medium,0
84,3,200,0,0,medium,1
62,2,123,0,0,medium,0
77,3,200,0,0,medium,1
79,5,160,1,0,medium,0
97,3,173,0,0,medium,0
59,4,141,1,0,medium,0
93,3,200,0,0,medium,1
85,4,174,0,0,medium,0
70,4,200,0,0,high,0
54,3,200,0,0,high,0
42,2,108,0,0,high,0
96,4,165,0,0,high,0
58,3,181,0,0,high,0
61,3,200,0,0,high,0
62,5,180,0,0,high,0
68,3,200,0,0,high,0
60,3,191,1,0,low,1
70,4,181,1,0,low,1
65,4,200,0,0,low,1
48,2,179,0,0,low,1
75,3,200,0,0,low,1
69,5,200,1,0,low,1
34,2,169,1,0,low,1
59,4,164,0,0,low,1
94,4,155,0,0,medium,0
98,5,200,1,0,medium,1
72,3,160,0,0,medium,0
79,4,200,0,0,medium,1
54,4,151,1,0,medium,0
73,3,156,0,0,medium,0
82,4,136,0,0,medium,0
57,3,189,0,0,medium,0
98,5,200,0,0,medium,1
91,5,174,0,0,medium,0
72,3,200,0,0,medium,1
48,5,152,0,0,medium,0
57,4,200,0,0,medium,1
86,4,146,0,0,medium,0
63,3,200,0,0,medium,1
81,3,200,0,0,medium,1
21,4,129,0,0,medium,1
90,3,200,1,0,medium,1
79,3,101,1,0,medium,0
95,4,200,0,0,medium,1
29,3,162,0,0,medium,1
81,4,200,0,0,medium,1
21,6,200,0,0,medium,1
70,5,200,0,0,high,0
66,4,200,0,0,low,1
16,2,200,0,0,medium,1
72,3,200,0,0,medium,1
51,3,147,0,0,medium,0
59,5,200,0,0,medium,1
66,2,155,1,0,medium,0
69,3,200,0,0,medium,1
69,4,200,0,0,medium,1
89,5,200,0,0,medium,1
52,4,200,0,0,medium,1
91,3,167,0,0,medium,0
96,5,200,0,0,low,1
80,5,127,0,0,low,1
55,3,200,1,0,low,1
93,4,200,0,0,low,1
93,4,169,0,0,low,1
54,3,152,0,0,low,0
48,5,200,0,0,low,1
19,3,154,0,0,high,0
95,3,200,0,0,low,1
96,4,200,0,0,high,0
63,4,192,0,0,high,0
81,4,200,1,0,low,1
50,4,200,1,0,low,1
76,5,200,0,0,high,0
84,4,152,0,0,low,1
20,5,169,0,0,medium,1
78,3,169,0,0,high,0
80,4,157,0,0,medium,0
94,4,200,1,0,medium,1
44,5,200,0,0,medium,1
92,3,155,0,0,medium,0
54,3,200,0,0,high,0
56,4,195,0,0,medium,0
66,4,198,1,0,medium,0
80,3,200,0,0,medium,1
60,2,200,0,0,high,0
73,5,200,0,0,medium,1
55,3,200,1,0,high,0
70,5,200,0,0,low,1
53,4,200,0,0,medium,1
90,4,200,0,0,medium,1
80,3,175,0,0,medium,0
51,5,175,0,0,medium,0
86,5,200,0,0,low,1
63,4,200,0,0,low,1
83,3,200,0,0,low,1
85,4,200,1,0,low,1
80,3,200,0,0,low,1
79,5,187,0,0,low,1
37,3,117,0,0,low,1
85,3,184,1,0,low,1
76,3,200,0,0,low,1
99,4,140,1,0,low,1
55,3,200,1,0,high,0
69,4,167,1,0,low,1
68,5,200,0,0,low,1
69,5,200,1,0,low,1
65,3,141,0,0,low,0
17,6,200,1,0,high,0
48,3,199,0,0,low,1
65,4,192,0,0,low,1
57,4,200,0,0,low,1
80,3,164,0,0,high,0
80,5,200,0,0,low,1
50,2,177,1,0,medium,0
95,3,200,0,0,high,0
69,3,200,0,0,medium,1
74,4,172,0,0,high,0
68,3,141,0,0,medium,0
68,3,200,0,0,medium,1
65,5,128,1,0,medium,0
85,4,151,1,0,medium,0
49,4,200,0,0,medium,1
19,6,143,0,0,medium,1
95,3,164,0,0,medium,0
63,3,183,0,0,medium,0
83,4,200,0,0,high,0
62,4,200,0,0,low,1
74,5,200,0,0,medium,1
70,5,177,0,0,medium,0
28,5,139,0,0,medium,1
39,6,200,0,0,medium,1
62,3,200,0,0,medium,1
79,5,200,0,0,medium,1
87,4,200,0,0,medium,1
29,3,124,0,0,medium,1
37,4,155,0,0,medium,1
68,4,200,0,0,high,0
90,4,200,0,0,low,1
97,3,181,0,0,low,1
60,4,200,0,0,low,1
58,5,200,0,0,high,0
83,3,165,0,0,low,0
83,5,136,0,0,low,1
94,4,151,1,0,low,1
69,5,200,0,0,high,0
81,5,200,0,0,low,1
19,6,143,1,0,low,1
18,3,200,1,0,low,1
58,4,200,0,0,low,1
76,3,200,0,0,low,1
26,6,182,0,0,low,1
78,3,190,0,0,low,1
71,3,198,0,0,medium,0
76,3,141,0,0,medium,0
44,3,200,0,0,medium,1
26,2,168,0,0,medium,1
75,5,162,0,0,medium,0
64,4,200,0,0,medium,1
79,4,200,0,0,medium,1
96,3,200,0,0,medium,1
63,5,200,0,0,medium,1
65,5,200,1,0,medium,1
76,3,200,0,0,medium,1
26,4,200,0,0,medium,1
84,3,146,1,0,high,0
74,3,200,0,0,low,1
53,4,180,0,0,medium,0
70,5,200,0,0,medium,1
62,4,165,1,0,medium,0
71,4,200,0,0,medium,1
50,3,200,0,0,low,1
53,6,200,0,0,low,1
88,2,160,0,0,low,1
79,2,192,0,0,low,1
69,5,200,0,0,low,1
57,4,200,0,0,low,1
68,4,186,1,0,low,1
60,4,200,0,0,low,1
70,4,200,0,0,low,1
71,4,142,1,0,low,1
49,4,133,0,0,low,1
74,4,200,0,0,low,1
20,4,101,0,0,low,1
57,4,200,0,0,low,1
83,3,200,0,0,low,1
22,3,193,0,0,low,1
67,2,200,0,0,low,1
54,3,132,0,0,low,0
54,4,183,0,0,low,1
64,4,191,0,0,low,1
23,5,140,0,0,low,1
88,5,200,0,0,medium,1
83,4,200,0,0,medium,1
88,5,141,0,0,medium,0
90,5,162,0,0,medium,0
49,3,181,0,0,medium,0
55,3,191,0,0,medium,0
92,4,149,1,0,medium,0
72,3,164,0,0,medium,0
63,4,200,0,0,medium,1
98,3,199,0,0,medium,0
76,3,200,0,0,medium,1
42,2,103,1,0,medium,0
58,4,200,0,0,high,0
85,3,153,1,0,low,0
67,4,200,0,0,medium,1
58,4,200,0,0,medium,1
84,5,172,1,0,medium,0
56,3,149,0,0,medium,0
63,4,200,0,0,low,1
51,3,200,0,0,low,1
95,5,120,0,0,low,1
85,3,137,1,0,low,0
73,5,150,0,0,low,1
20,5,199,0,0,low,1
78,3,200,0,0,low,1
83,3,200,0,0,low,1
87,2,200,1,0,low,1
98,5,141,0,0,low,1
100,5,200,0,0,low,1
70,4,159,0,0,low,1
62,5,146,0,0,low,1
67,4,159,0,0,low,1
86,4,196,0,0,low,1
44,5,183,1,0,low,1
19,4,192,0,0,low,1
76,4,200,0,0,low,1
89,5,191,0,0,low,1
25,3,158,0,0,low,1
68,4,167,0,0,low,1
38,2,187,1,0,medium,1
64,4,199,0,0,medium,0
76,4,157,0,0,medium,0
26,2,157,0,0,medium,1
69,3,178,0,0,medium,0
98,3,154,0,0,medium,0
86,5,200,1,0,medium,1
14,4,200,1,0,medium,1
58,4,159,0,0,medium,0
63,4,200,0,0,medium,1
70,5,139,1,0,medium,0
73,4,200,0,0,medium,1
89,3,164,0,0,high,0
17,3,200,1,0,low,1
86,5,200,0,0,medium,1
59,3,159,1,0,medium,0
22,4,131,0,0,medium,1
55,3,200,0,0,medium,1
74,3,153,0,0,low,0
55,3,200,0,0,low,1
67,4,141,1,0,low,1
64,3,199,0,0,low,1
58,3,200,0,0,low,1
90,4,200,0,0,low,1
89,4,153,0,0,low,1
74,2,171,0,0,low,1
78,5,150,0,0,low,1
97,4,200,0,0,low,1
52,4,150,1,0,low,1
99,4,200,0,0,low,1
76,4,192,1,0,low,1
69,5,164,0,0,low,1
59,3,186,0,0,low,1
95,3,200,0,0,low,1
69,3,200,0,0,low,1
76,4,193,0,0,low,1
70,2,114,0,0,low,1
87,2,122,0,0,low,1
44,3,170,1,0,low,1
54,3,151,0,0,medium,0
55,3,156,0,0,medium,0
81,5,170,1,0,medium,0
50,3,188,0,0,medium,0
93,4,200,1,0,medium,1
64,6,200,0,0,medium,1
57,3,200,0,0,medium,1
95,4,200,0,0,medium,1
86,5,200,0,0,medium,1
82,4,200,0,0,medium,1
18,4,200,0,0,medium,1
58,5,151,0,0,medium,0
57,3,200,0,0,high,0
94,5,148,0,0,low,1
20,6,200,1,0,medium,1
73,2,200,1,0,medium,1
94,4,200,1,0,medium,1
99,3,200,0,0,medium,1
22,4,200,0,0,low,1
67,3,200,0,0,low,1
49,4,185,0,0,low,1
78,4,184,0,0,low,1
15,2,176,1,0,low,1
91,4,200,0,0,low,1
70,4,200,0,0,low,1
60,3,200,0,0,low,1
59,5,200,0,0,low,1
59,3,200,1,0,low,1
55,3,138,1,0,low,0
42,3,163,1,0,low,0
57,3,144,0,0,low,0
72,3,146,1,0,low,0
83,3,200,0,0,low,1
89,4,200,0,0,low,1
55,3,200,0,0,low,1
53,4,200,0,0,low,1
74,4,177,1,0,medium,0
63,4,160,0,0,medium,0
63,6,177,1,0,medium,1
61,4,153,0,0,medium,0
76,3,197,0,0,medium,0
67,4,200,0,0,medium,1
51,4,200,0,0,medium,1
67,3,137,0,0,medium,0
16,3,178,0,0,medium,1
34,4,123,0,0,medium,1
58,5,162,1,0,medium,0
50,5,200,0,0,medium,1
56,4,197,1,0,high,0
56,3,200,0,0,low,1
74,4,133,0,0,medium,0
69,3,198,0,0,medium,0
15,4,160,0,0,medium,1
58,2,180,0,0,medium,0
80,3,200,0,0,low,1
50,3,200,0,0,low,1
66,4,200,0,0,low,1
81,4,159,0,0,low,1
14,5,200,0,0,low,1
92,3,200,0,0,low,1
69,4,186,0,0,low,1
66,4,200,0,0,low,1
85,4,200,0,0,low,1
83,4,151,0,0,low,1
100,3,106,0,0,low,0
68,3,183,0,0,low,1
26,3,125,0,0,low,1
35,3,157,0,0,low,1
12,3,200,0,0,low,1
91,4,184,0,0,low,1
65,4,144,0,0,low,1
78,3,200,1,0,low,1
61,3,200,0,0,low,1
64,4,200,0,0,low,1
58,4,200,0,0,low,1
63,4,200,1,0,medium,1
94,4,200,1,0,medium,1
26,5,139,0,0,medium,1
59,3,146,0,0,medium,0
78,4,175,0,0,medium,0
86,5,188,0,0,medium,0
79,5,155,0,0,medium,0
89,4,171,0,0,medium,0
34,4,184,0,0,medium,1
29,3,164,0,0,medium,1
71,3,200,0,0,medium,1
93,4,200,0,0,medium,1
94,4,200,1,0,high,0
91,3,200,0,0,low,1
71,4,144,0,0,medium,0
67,3,200,1,0,medium,1
54,3,138,1,0,medium,0
89,3,183,0,0,medium,0
94,3,200,1,0,low,1
15,3,200,0,0,low,1
45,6,164,1,0,low,1
92,4,161,1,0,low,1
63,4,200,1,0,low,1
80,4,181,1,0,low,1
45,3,148,0,0,low,0
72,3,200,1,0,low,1
84,6,200,0,0,low,1
61,3,141,0,0,low,0
63,3,177,0,0,low,1
49,4,173,0,0,low,1
68,2,196,0,0,low,1
64,5,179,0,0,low,1
61,4,200,0,0,low,1
83,5,200,0,0,low,1
94,5,200,0,0,low,1
27,3,133,0,0,low,1
60,2,194,0,0,low,1
83,4,200,0,0,low,1
53,3,200,0,0,low,1
79,4,200,0,0,medium,1
96,4,200,1,0,medium,1
50,3,164,0,0,medium,0
68,5,200,0,0,medium,1
24,4,200,1,0,medium,1
80,4,200,0,0,medium,1
62,4,155,0,0,medium,0
100,3,200,0,0,medium,1
64,3,200,0,0,medium,1
51,4,200,0,0,medium,1
74,4,200,0,0,medium,1
49,3,200,1,0,medium,1
96,4,132,0,0,high,0
59,4,200,1,0,low,1
84,4,200,0,0,medium,1
16,3,200,0,0,medium,1
62,3,149,1,0,medium,0
79,4,152,0,0,medium,0
53,4,200,1,0,low,1
17,6,200,0,0,low,1
57,3,200,0,0,low,1
65,4,200,0,0,low,1
69,4,200,1,0,low,1
30,6,200,0,0,low,1
99,3,200,0,0,low,1
50,4,177,0,0,low,1
54,3,147,0,0,medium,0
69,4,200,0,0,medium,1
50,4,200,0,0,medium,1
66,3,200,0,0,medium,1
100,5,182,1,0,medium,0
15,3,146,1,0,medium,1
31,5,200,1,0,medium,1
65,4,184,0,0,medium,0
72,4,149,0,0,medium,0
84,4,185,1,0,medium,0
55,3,200,0,0,medium,1
60,4,200,0,0,medium,1
84,4,200,0,0,medium,1
68,3,168,0,0,medium,0
13,6,200,0,0,medium,1
88,3,160,0,0,medium,0
64,5,149,1,0,medium,0
19,5,193,0,0,medium,1
83,5,171,1,0,medium,0
17,4,200,1,0,medium,1
44,4,200,0,0,medium,1
52,4,200,0,0,medium,1
66,4,200,0,0,medium,1
96,4,153,0,0,medium,0
19,5,126,1,0,medium,1
86,3,192,0,0,high,0
65,3,137,1,0,high,0
61,3,199,1,0,high,0
53,3,181,1,0,high,0
14,5,200,0,0,high,0
74,4,199,0,0,high,0
47,6,171,1,0,high,0
60,4,200,0,0,high,0
81,3,200,0,0,high,0
95,2,154,0,0,high,0
98,2,200,0,0,high,0
52,5,200,0,0,high,0
100,3,200,1,0,low,1
16,5,200,1,0,low,1
19,3,200,0,0,low,1
94,3,200,0,0,low,1
58,6,132,0,0,low,1
92,4,180,0,0,low,1
65,4,164,0,0,low,1
74,5,175,0,0,low,1
60,5,103,0,0,low,1
100,5,142,0,0,low,1
81,4,200,0,0,low,1
54,2,129,1,0,low,0
18,5,140,0,0,low,1
82,4,149,0,0,low,1
90,2,200,0,0,low,1
62,4,136,0,0,medium,0
77,2,200,1,0,medium,1
58,3,151,0,0,medium,0
27,5,200,0,0,medium,1
78,4,200,0,0,medium,1
98,3,150,0,0,medium,0
75,4,98,0,0,medium,0
74,5,140,0,0,medium,0
90,3,200,1,0,medium,1
73,5,200,1,0,medium,1
90,4,200,0,0,medium,1
68,4,162,1,0,medium,0
90,3,200,0,0,high,0
64,5,198,0,0,high,0
63,2,200,1,0,high,0
87,4,200,0,0,high,0
60,4,200,0,0,high,0
70,3,157,0,0,high,0
15,5,200,0,0,high,0
45,3,122,0,0,high,0
43,5,200,0,0,low,1
92,5,195,0,0,low,1
72,4,134,0,0,low,1
94,3,200,0,0,low,1
74,3,170,0,0,low,1
48,2,140,1,0,low,0
84,5,200,1,0,low,1
53,3,150,0,0,low,0
45,5,200,1,0,medium,1
95,4,200,0,0,medium,1
95,3,163,0,0,medium,0
70,3,188,0,0,medium,0
19,3,110,0,0,medium,1
74,5,135,0,0,medium,0
54,4,200,0,0,medium,1
50,5,172,0,0,medium,0
95,3,168,0,0,medium,0
69,5,160,0,0,medium,0
24,5,200,0,0,medium,1
96,5,184,1,0,medium,0
61,4,200,1,0,medium,1
76,6,200,0,0,medium,1
61,3,200,0,0,medium,1
